business_date,line_name,day_of_week,day_type,financial_year,total_boardings
2021-09-22,Sandringham,Wednesday,School Holiday,2021-22,6780
2021-09-23,Sandringham,Thursday,School Holiday,2021-22,7670
2021-09-24,Sandringham,Friday,Public Holiday,2021-22,3830
2021-09-25,Sandringham,Saturday,Saturday,2021-22,4240
2021-09-26,Sandringham,Sunday,Sunday,2021-22,3880
2021-09-27,Sandringham,Monday,School Holiday,2021-22,6560
2021-09-28,Sandringham,Tuesday,School Holiday,2021-22,7070
2021-09-29,Sandringham,Wednesday,School Holiday,2021-22,6440
2021-09-30,Sandringham,Thursday,School Holiday,2021-22,5830
2021-10-01,Sandringham,Friday,School Holiday,2021-22,6980
2021-10-02,Sandringham,Saturday,Saturday,2021-22,7120
2021-10-03,Sandringham,Sunday,Sunday,2021-22,5150
2021-10-04,Sandringham,Monday,Normal Weekday,2021-22,5630
2021-10-05,Sandringham,Tuesday,Normal Weekday,2021-22,6980
2021-10-06,Sandringham,Wednesday,Normal Weekday,2021-22,7530
2021-10-07,Sandringham,Thursday,Normal Weekday,2021-22,7680
2021-10-08,Sandringham,Friday,Normal Weekday,2021-22,7840
2021-10-09,Sandringham,Saturday,Saturday,2021-22,6830
2021-10-10,Sandringham,Sunday,Sunday,2021-22,4860
2021-10-11,Sandringham,Monday,Normal Weekday,2021-22,6690
2021-10-12,Sandringham,Tuesday,Normal Weekday,2021-22,8260
2021-10-13,Sandringham,Wednesday,Normal Weekday,2021-22,7730
2021-10-14,Sandringham,Thursday,Normal Weekday,2021-22,8090
2021-10-15,Sandringham,Friday,Normal Weekday,2021-22,7230
2021-10-16,Sandringham,Saturday,Saturday,2021-22,5060
2021-10-17,Sandringham,Sunday,Sunday,2021-22,5680
2021-10-18,Sandringham,Monday,Normal Weekday,2021-22,7020
2021-10-19,Sandringham,Tuesday,Normal Weekday,2021-22,7880
2021-10-20,Sandringham,Wednesday,Normal Weekday,2021-22,9520
2021-10-21,Sandringham,Thursday,Normal Weekday,2021-22,8630
2021-10-22,Sandringham,Friday,Normal Weekday,2021-22,16960
2021-10-23,Sandringham,Saturday,Saturday,2021-22,17440
2021-10-24,Sandringham,Sunday,Sunday,2021-22,13820
2021-10-25,Sandringham,Monday,Normal Weekday,2021-22,11470
2021-10-26,Sandringham,Tuesday,Normal Weekday,2021-22,15060
2021-10-27,Sandringham,Wednesday,Normal Weekday,2021-22,17290
2021-10-28,Sandringham,Thursday,Normal Weekday,2021-22,15680
2021-10-29,Sandringham,Friday,Normal Weekday,2021-22,390
2021-10-30,Sandringham,Saturday,Saturday,2021-22,15930
2021-10-31,Sandringham,Sunday,Sunday,2021-22,14160
2021-11-01,Sandringham,Monday,Normal Weekday,2021-22,15890
2021-11-02,Sandringham,Tuesday,Public Holiday,2021-22,14430
2021-11-03,Sandringham,Wednesday,Normal Weekday,2021-22,18080
2021-11-04,Sandringham,Thursday,Normal Weekday,2021-22,21050
2021-11-05,Sandringham,Friday,Normal Weekday,2021-22,25290
2021-11-06,Sandringham,Saturday,Saturday,2021-22,19120
2021-11-07,Sandringham,Sunday,Sunday,2021-22,12100
2021-11-08,Sandringham,Monday,Normal Weekday,2021-22,18610
2021-11-09,Sandringham,Tuesday,Normal Weekday,2021-22,21240
2021-11-10,Sandringham,Wednesday,Normal Weekday,2021-22,21960
2021-11-11,Sandringham,Thursday,Normal Weekday,2021-22,24900
2021-11-12,Sandringham,Friday,Normal Weekday,2021-22,24800
2021-11-13,Sandringham,Saturday,Saturday,2021-22,18990
2021-11-14,Sandringham,Sunday,Sunday,2021-22,11760
2021-11-15,Sandringham,Monday,Normal Weekday,2021-22,20600
2021-11-16,Sandringham,Tuesday,Normal Weekday,2021-22,23820
2021-11-17,Sandringham,Wednesday,Normal Weekday,2021-22,26280
2021-11-18,Sandringham,Thursday,Normal Weekday,2021-22,27360
2021-11-19,Sandringham,Friday,Normal Weekday,2021-22,29790
2021-11-20,Sandringham,Saturday,Saturday,2021-22,40100
2021-11-21,Sandringham,Sunday,Sunday,2021-22,23450
2021-11-22,Sandringham,Monday,Normal Weekday,2021-22,23540
2021-11-23,Sandringham,Tuesday,Normal Weekday,2021-22,27010
2021-11-24,Sandringham,Wednesday,Normal Weekday,2021-22,28020
2021-11-25,Sandringham,Thursday,Normal Weekday,2021-22,28920
2021-11-26,Sandringham,Friday,Normal Weekday,2021-22,31490
2021-11-27,Sandringham,Saturday,Saturday,2021-22,33830
2021-11-28,Sandringham,Sunday,Sunday,2021-22,23470
2021-11-29,Sandringham,Monday,Normal Weekday,2021-22,25060
2021-11-30,Sandringham,Tuesday,Normal Weekday,2021-22,29210
2021-12-01,Sandringham,Wednesday,Normal Weekday,2021-22,27500
2021-12-02,Sandringham,Thursday,Normal Weekday,2021-22,29560
2021-12-03,Sandringham,Friday,Normal Weekday,2021-22,33010
2021-12-04,Sandringham,Saturday,Saturday,2021-22,32620
2021-12-05,Sandringham,Sunday,Sunday,2021-22,26710
2021-12-06,Sandringham,Monday,Normal Weekday,2021-22,25150
2021-12-07,Sandringham,Tuesday,Normal Weekday,2021-22,28080
2021-12-08,Sandringham,Wednesday,Normal Weekday,2021-22,30580
2021-12-09,Sandringham,Thursday,Normal Weekday,2021-22,31340
2021-12-10,Sandringham,Friday,Normal Weekday,2021-22,30890
2021-12-13,Sandringham,Monday,Normal Weekday,2021-22,29260
2021-12-14,Sandringham,Tuesday,Normal Weekday,2021-22,31250
2021-12-15,Sandringham,Wednesday,Normal Weekday,2021-22,48220
2021-12-16,Sandringham,Thursday,Normal Weekday,2021-22,48440
2021-12-17,Sandringham,Friday,Normal Weekday,2021-22,51810
2021-12-18,Sandringham,Saturday,Saturday,2021-22,32500
2021-12-19,Sandringham,Sunday,Sunday,2021-22,18380
2021-12-20,Sandringham,Monday,School Holiday,2021-22,36040
2021-12-21,Sandringham,Tuesday,School Holiday,2021-22,38260
2021-12-22,Sandringham,Wednesday,School Holiday,2021-22,38490
2021-12-23,Sandringham,Thursday,School Holiday,2021-22,31760
2021-12-24,Sandringham,Friday,School Holiday,2021-22,13270
2021-12-25,Sandringham,Saturday,Public Holiday,2021-22,5040
2021-12-26,Sandringham,Sunday,Public Holiday,2021-22,17050
2021-12-27,Sandringham,Monday,Public Holiday,2021-22,13820
2021-12-28,Sandringham,Tuesday,Public Holiday,2021-22,15600
2021-12-29,Sandringham,Wednesday,School Holiday,2021-22,14100
2021-12-30,Sandringham,Thursday,School Holiday,2021-22,14050
2021-12-31,Sandringham,Friday,School Holiday,2021-22,14580
2022-01-01,Sandringham,Saturday,Public Holiday,2021-22,10230
2022-01-02,Sandringham,Sunday,Sunday,2021-22,8400
2022-01-03,Sandringham,Monday,Public Holiday,2021-22,7290
2022-01-04,Sandringham,Tuesday,School Holiday,2021-22,10520
2022-01-05,Sandringham,Wednesday,School Holiday,2021-22,9890
2022-01-06,Sandringham,Thursday,School Holiday,2021-22,11050
2022-01-07,Sandringham,Friday,School Holiday,2021-22,10110
2022-01-08,Sandringham,Saturday,Saturday,2021-22,9360
2022-01-09,Sandringham,Sunday,Sunday,2021-22,7490
2022-01-10,Sandringham,Monday,School Holiday,2021-22,12700
2022-01-11,Sandringham,Tuesday,School Holiday,2021-22,12390
2022-01-12,Sandringham,Wednesday,School Holiday,2021-22,14130
2022-01-13,Sandringham,Thursday,School Holiday,2021-22,13040
2022-01-14,Sandringham,Friday,School Holiday,2021-22,13720
2022-01-15,Sandringham,Saturday,Saturday,2021-22,11880
2022-01-16,Sandringham,Sunday,Sunday,2021-22,10460
2022-01-17,Sandringham,Monday,School Holiday,2021-22,15780
2022-01-18,Sandringham,Tuesday,School Holiday,2021-22,18320
2022-01-19,Sandringham,Wednesday,School Holiday,2021-22,19260
2022-01-20,Sandringham,Thursday,School Holiday,2021-22,20590
2022-01-21,Sandringham,Friday,School Holiday,2021-22,22020
2022-01-22,Sandringham,Saturday,Saturday,2021-22,20530
2022-01-23,Sandringham,Sunday,Sunday,2021-22,14850
2022-01-24,Sandringham,Monday,School Holiday,2021-22,16880
2022-01-25,Sandringham,Tuesday,School Holiday,2021-22,21450
2022-01-26,Sandringham,Wednesday,Public Holiday,2021-22,10960
2022-01-27,Sandringham,Thursday,School Holiday,2021-22,21470
2022-01-28,Sandringham,Friday,School Holiday,2021-22,19080
2022-01-29,Sandringham,Saturday,Saturday,2021-22,18370
2022-01-30,Sandringham,Sunday,Sunday,2021-22,12030
2022-01-31,Sandringham,Monday,Normal Weekday,2021-22,18840
2022-02-01,Sandringham,Tuesday,Normal Weekday,2021-22,20010
2022-02-02,Sandringham,Wednesday,Normal Weekday,2021-22,22320
2022-02-03,Sandringham,Thursday,Normal Weekday,2021-22,22410
2022-02-04,Sandringham,Friday,Normal Weekday,2021-22,24520
2022-02-05,Sandringham,Saturday,Saturday,2021-22,18380
2022-02-06,Sandringham,Sunday,Sunday,2021-22,12350
2022-02-07,Sandringham,Monday,Normal Weekday,2021-22,19810
2022-02-08,Sandringham,Tuesday,Normal Weekday,2021-22,23350
2022-02-09,Sandringham,Wednesday,Normal Weekday,2021-22,23360
2022-02-10,Sandringham,Thursday,Normal Weekday,2021-22,24570
2022-02-11,Sandringham,Friday,Normal Weekday,2021-22,26030
2022-02-12,Sandringham,Saturday,Saturday,2021-22,20190
2022-02-13,Sandringham,Sunday,Sunday,2021-22,11560
2022-02-14,Sandringham,Monday,Normal Weekday,2021-22,22870
2022-02-15,Sandringham,Tuesday,Normal Weekday,2021-22,23750
2022-02-16,Sandringham,Wednesday,Normal Weekday,2021-22,24150
2022-02-17,Sandringham,Thursday,Normal Weekday,2021-22,25990
2022-02-18,Sandringham,Friday,Normal Weekday,2021-22,28840
2022-02-19,Sandringham,Saturday,Saturday,2021-22,19030
2022-02-20,Sandringham,Sunday,Sunday,2021-22,12370
2022-02-21,Sandringham,Monday,Normal Weekday,2021-22,22100
2022-02-22,Sandringham,Tuesday,Normal Weekday,2021-22,25140
2022-02-23,Sandringham,Wednesday,Normal Weekday,2021-22,27190
2022-02-24,Sandringham,Thursday,Normal Weekday,2021-22,26810
2022-02-25,Sandringham,Friday,Normal Weekday,2021-22,29350
2022-02-26,Sandringham,Saturday,Saturday,2021-22,22880
2022-02-27,Sandringham,Sunday,Sunday,2021-22,13230
2022-02-28,Sandringham,Monday,Normal Weekday,2021-22,24890
2022-03-01,Sandringham,Tuesday,Normal Weekday,2021-22,29200
2022-03-02,Sandringham,Wednesday,Normal Weekday,2021-22,29740
2022-03-03,Sandringham,Thursday,Normal Weekday,2021-22,32430
2022-03-04,Sandringham,Friday,Normal Weekday,2021-22,32350
2022-03-05,Sandringham,Saturday,Saturday,2021-22,19710
2022-03-06,Sandringham,Sunday,Sunday,2021-22,11770
2022-03-07,Sandringham,Monday,Normal Weekday,2021-22,26990
2022-03-08,Sandringham,Tuesday,Normal Weekday,2021-22,32970
2022-03-09,Sandringham,Wednesday,Normal Weekday,2021-22,31990
2022-03-10,Sandringham,Thursday,Normal Weekday,2021-22,33690
2022-03-11,Sandringham,Friday,Normal Weekday,2021-22,30910
2022-03-12,Sandringham,Saturday,Saturday,2021-22,22930
2022-03-13,Sandringham,Sunday,Sunday,2021-22,19030
2022-03-14,Sandringham,Monday,Public Holiday,2021-22,14730
2022-03-15,Sandringham,Tuesday,Normal Weekday,2021-22,31970
2022-03-16,Sandringham,Wednesday,Normal Weekday,2021-22,40350
2022-03-17,Sandringham,Thursday,Normal Weekday,2021-22,42740
2022-03-18,Sandringham,Friday,Normal Weekday,2021-22,36390
2022-03-19,Sandringham,Saturday,Saturday,2021-22,30750
2022-03-20,Sandringham,Sunday,Sunday,2021-22,17550
2022-03-21,Sandringham,Monday,Normal Weekday,2021-22,28360
2022-03-22,Sandringham,Tuesday,Normal Weekday,2021-22,33010
2022-03-23,Sandringham,Wednesday,Normal Weekday,2021-22,34540
2022-03-24,Sandringham,Thursday,Normal Weekday,2021-22,35570
2022-03-25,Sandringham,Friday,Normal Weekday,2021-22,33930
2022-03-26,Sandringham,Saturday,Saturday,2021-22,28590
2022-03-27,Sandringham,Sunday,Sunday,2021-22,20100
2022-03-28,Sandringham,Monday,Normal Weekday,2021-22,26780
2022-03-29,Sandringham,Tuesday,Normal Weekday,2021-22,31100
2022-03-30,Sandringham,Wednesday,Normal Weekday,2021-22,35720
2022-03-31,Sandringham,Thursday,Normal Weekday,2021-22,34950
2022-04-01,Sandringham,Friday,Normal Weekday,2021-22,38790
2022-04-02,Sandringham,Saturday,Saturday,2021-22,29360
2022-04-03,Sandringham,Sunday,Sunday,2021-22,27600
2022-04-04,Sandringham,Monday,Normal Weekday,2021-22,26670
2022-04-05,Sandringham,Tuesday,Normal Weekday,2021-22,34120
2022-04-06,Sandringham,Wednesday,Normal Weekday,2021-22,34310
2022-04-07,Sandringham,Thursday,Normal Weekday,2021-22,36780
2022-04-08,Sandringham,Friday,Normal Weekday,2021-22,38620
2022-04-09,Sandringham,Saturday,Saturday,2021-22,39360
2022-04-10,Sandringham,Sunday,Sunday,2021-22,28340
2022-04-11,Sandringham,Monday,School Holiday,2021-22,27450
2022-04-12,Sandringham,Tuesday,School Holiday,2021-22,33050
2022-04-13,Sandringham,Wednesday,School Holiday,2021-22,32440
2022-04-14,Sandringham,Thursday,School Holiday,2021-22,31800
2022-04-15,Sandringham,Friday,Public Holiday,2021-22,13900
2022-04-16,Sandringham,Saturday,Public Holiday,2021-22,26150
2022-04-17,Sandringham,Sunday,Public Holiday,2021-22,17150
2022-04-18,Sandringham,Monday,Public Holiday,2021-22,13760
2022-04-19,Sandringham,Tuesday,School Holiday,2021-22,24030
2022-04-20,Sandringham,Wednesday,School Holiday,2021-22,27950
2022-04-21,Sandringham,Thursday,School Holiday,2021-22,30550
2022-04-22,Sandringham,Friday,School Holiday,2021-22,29950
2022-04-23,Sandringham,Saturday,Saturday,2021-22,22790
2022-04-24,Sandringham,Sunday,Sunday,2021-22,26580
2022-04-25,Sandringham,Monday,Public Holiday,2021-22,22740
2022-04-26,Sandringham,Tuesday,Normal Weekday,2021-22,30400
2022-04-27,Sandringham,Wednesday,Normal Weekday,2021-22,32950
2022-04-28,Sandringham,Thursday,Normal Weekday,2021-22,34780
2022-04-29,Sandringham,Friday,Normal Weekday,2021-22,32770
2022-04-30,Sandringham,Saturday,Saturday,2021-22,32290
2022-05-01,Sandringham,Sunday,Sunday,2021-22,18270
2022-05-02,Sandringham,Monday,Normal Weekday,2021-22,28640
2022-05-03,Sandringham,Tuesday,Normal Weekday,2021-22,34710
2022-05-04,Sandringham,Wednesday,Normal Weekday,2021-22,33620
2022-05-05,Sandringham,Thursday,Normal Weekday,2021-22,34670
2022-05-06,Sandringham,Friday,Normal Weekday,2021-22,32670
2022-05-07,Sandringham,Saturday,Saturday,2021-22,29510
2022-05-08,Sandringham,Sunday,Sunday,2021-22,22950
2022-05-09,Sandringham,Monday,Normal Weekday,2021-22,27830
2022-05-10,Sandringham,Tuesday,Normal Weekday,2021-22,33160
2022-05-11,Sandringham,Wednesday,Normal Weekday,2021-22,33700
2022-05-12,Sandringham,Thursday,Normal Weekday,2021-22,34740
2022-05-13,Sandringham,Friday,Normal Weekday,2021-22,34360
2022-05-14,Sandringham,Saturday,Saturday,2021-22,30460
2022-05-15,Sandringham,Sunday,Sunday,2021-22,14000
2022-05-16,Sandringham,Monday,Normal Weekday,2021-22,26980
2022-05-17,Sandringham,Tuesday,Normal Weekday,2021-22,33000
2022-05-18,Sandringham,Wednesday,Normal Weekday,2021-22,32380
2022-05-19,Sandringham,Thursday,Normal Weekday,2021-22,34190
2022-05-20,Sandringham,Friday,Normal Weekday,2021-22,34480
2022-05-21,Sandringham,Saturday,Saturday,2021-22,30310
2022-05-22,Sandringham,Sunday,Sunday,2021-22,13630
2022-05-23,Sandringham,Monday,Normal Weekday,2021-22,27260
2022-05-24,Sandringham,Tuesday,Normal Weekday,2021-22,33340
2022-05-25,Sandringham,Wednesday,Normal Weekday,2021-22,33580
2022-05-26,Sandringham,Thursday,Normal Weekday,2021-22,33960
2022-05-27,Sandringham,Friday,Normal Weekday,2021-22,32760
2022-05-28,Sandringham,Saturday,Saturday,2021-22,29040
2022-05-29,Sandringham,Sunday,Sunday,2021-22,26380
2022-05-30,Sandringham,Monday,Normal Weekday,2021-22,25560
2022-05-31,Sandringham,Tuesday,Normal Weekday,2021-22,29670
2022-06-01,Sandringham,Wednesday,Normal Weekday,2021-22,31860
2022-06-02,Sandringham,Thursday,Normal Weekday,2021-22,36420
2022-06-03,Sandringham,Friday,Normal Weekday,2021-22,33300
2022-06-04,Sandringham,Saturday,Saturday,2021-22,23430
2022-06-05,Sandringham,Sunday,Sunday,2021-22,13010
2022-06-06,Sandringham,Monday,Normal Weekday,2021-22,25510
2022-06-07,Sandringham,Tuesday,Normal Weekday,2021-22,30170
2022-06-08,Sandringham,Wednesday,Normal Weekday,2021-22,31910
2022-06-09,Sandringham,Thursday,Normal Weekday,2021-22,34040
2022-06-10,Sandringham,Friday,Normal Weekday,2021-22,36170
2022-06-11,Sandringham,Saturday,Saturday,2021-22,20530
2022-06-12,Sandringham,Sunday,Sunday,2021-22,17040
2022-06-13,Sandringham,Monday,Public Holiday,2021-22,21620
2022-06-14,Sandringham,Tuesday,Normal Weekday,2021-22,31700
2022-06-15,Sandringham,Wednesday,Normal Weekday,2021-22,31840
2022-06-16,Sandringham,Thursday,Normal Weekday,2021-22,38210
2022-06-17,Sandringham,Friday,Normal Weekday,2021-22,35080
2022-06-18,Sandringham,Saturday,Saturday,2021-22,22150
2022-06-19,Sandringham,Sunday,Sunday,2021-22,13510
2022-06-20,Sandringham,Monday,Normal Weekday,2021-22,27050
2022-06-21,Sandringham,Tuesday,Normal Weekday,2021-22,31910
2022-06-22,Sandringham,Wednesday,Normal Weekday,2021-22,34000
2022-06-23,Sandringham,Thursday,Normal Weekday,2021-22,38000
2022-06-24,Sandringham,Friday,Normal Weekday,2021-22,33130
2022-06-25,Sandringham,Saturday,Saturday,2021-22,31510
2022-06-26,Sandringham,Sunday,Sunday,2021-22,13900
2022-06-27,Sandringham,Monday,School Holiday,2021-22,24350
2022-06-28,Sandringham,Tuesday,School Holiday,2021-22,30020
2022-06-29,Sandringham,Wednesday,School Holiday,2021-22,30350
2022-06-30,Sandringham,Thursday,School Holiday,2021-22,31830
2022-07-01,Sandringham,Friday,School Holiday,2022-23,32010
2022-07-04,Sandringham,Monday,School Holiday,2022-23,27130
2022-07-05,Sandringham,Tuesday,School Holiday,2022-23,31560
2022-07-06,Sandringham,Wednesday,School Holiday,2022-23,32980
2022-07-07,Sandringham,Thursday,School Holiday,2022-23,33830
2022-07-08,Sandringham,Friday,School Holiday,2022-23,26780
2022-07-09,Sandringham,Saturday,Saturday,2022-23,28000
2022-07-10,Sandringham,Sunday,Sunday,2022-23,14880
2022-07-11,Sandringham,Monday,Normal Weekday,2022-23,23880
2022-07-12,Sandringham,Tuesday,Normal Weekday,2022-23,28310
2022-07-13,Sandringham,Wednesday,Normal Weekday,2022-23,29960
2022-07-14,Sandringham,Thursday,Normal Weekday,2022-23,28730
2022-07-15,Sandringham,Friday,Normal Weekday,2022-23,33370
2022-07-16,Sandringham,Saturday,Saturday,2022-23,26220
2022-07-17,Sandringham,Sunday,Sunday,2022-23,15800
2022-07-18,Sandringham,Monday,Normal Weekday,2022-23,24170
2022-07-19,Sandringham,Tuesday,Normal Weekday,2022-23,34620
2022-07-20,Sandringham,Wednesday,Normal Weekday,2022-23,29900
2022-07-21,Sandringham,Thursday,Normal Weekday,2022-23,27040
2022-07-22,Sandringham,Friday,Normal Weekday,2022-23,30970
2022-07-23,Sandringham,Saturday,Saturday,2022-23,20940
2022-07-24,Sandringham,Sunday,Sunday,2022-23,28940
2022-07-25,Sandringham,Monday,Normal Weekday,2022-23,25580
2022-07-26,Sandringham,Tuesday,Normal Weekday,2022-23,29930
2022-07-27,Sandringham,Wednesday,Normal Weekday,2022-23,31520
2022-07-28,Sandringham,Thursday,Normal Weekday,2022-23,31440
2022-07-29,Sandringham,Friday,Normal Weekday,2022-23,28470
2022-07-30,Sandringham,Saturday,Saturday,2022-23,23620
2022-07-31,Sandringham,Sunday,Sunday,2022-23,11490
2022-08-01,Sandringham,Monday,Normal Weekday,2022-23,26540
2022-08-02,Sandringham,Tuesday,Normal Weekday,2022-23,30880
2022-08-03,Sandringham,Wednesday,Normal Weekday,2022-23,32080
2022-08-04,Sandringham,Thursday,Normal Weekday,2022-23,31460
2022-08-05,Sandringham,Friday,Normal Weekday,2022-23,37170
2022-08-06,Sandringham,Saturday,Saturday,2022-23,18780
2022-08-07,Sandringham,Sunday,Sunday,2022-23,13100
2022-08-08,Sandringham,Monday,Normal Weekday,2022-23,26020
2022-08-09,Sandringham,Tuesday,Normal Weekday,2022-23,31490
2022-08-10,Sandringham,Wednesday,Normal Weekday,2022-23,31650
2022-08-11,Sandringham,Thursday,Normal Weekday,2022-23,32120
2022-08-12,Sandringham,Friday,Normal Weekday,2022-23,31700
2022-08-13,Sandringham,Saturday,Saturday,2022-23,27970
2022-08-14,Sandringham,Sunday,Sunday,2022-23,19030
2022-08-15,Sandringham,Monday,Normal Weekday,2022-23,25920
2022-08-16,Sandringham,Tuesday,Normal Weekday,2022-23,30630
2022-08-17,Sandringham,Wednesday,Normal Weekday,2022-23,32710
2022-08-18,Sandringham,Thursday,Normal Weekday,2022-23,33240
2022-08-19,Sandringham,Friday,Normal Weekday,2022-23,30140
2022-08-20,Sandringham,Saturday,Saturday,2022-23,26990
2022-08-21,Sandringham,Sunday,Sunday,2022-23,29060
2022-08-22,Sandringham,Monday,Normal Weekday,2022-23,26120
2022-08-23,Sandringham,Tuesday,Normal Weekday,2022-23,33710
2022-08-24,Sandringham,Wednesday,Normal Weekday,2022-23,32010
2022-08-25,Sandringham,Thursday,Normal Weekday,2022-23,36740
2022-08-26,Sandringham,Friday,Normal Weekday,2022-23,37020
2022-08-27,Sandringham,Saturday,Saturday,2022-23,21190
2022-08-28,Sandringham,Sunday,Sunday,2022-23,14010
2022-08-29,Sandringham,Monday,Normal Weekday,2022-23,25650
2022-08-30,Sandringham,Tuesday,Normal Weekday,2022-23,32110
2022-08-31,Sandringham,Wednesday,Normal Weekday,2022-23,32910
2022-09-01,Sandringham,Thursday,Normal Weekday,2022-23,33510
2022-09-02,Sandringham,Friday,Normal Weekday,2022-23,38720
2022-09-03,Sandringham,Saturday,Saturday,2022-23,28990
2022-09-04,Sandringham,Sunday,Sunday,2022-23,13180
2022-09-05,Sandringham,Monday,Normal Weekday,2022-23,28480
2022-09-06,Sandringham,Tuesday,Normal Weekday,2022-23,34220
2022-09-07,Sandringham,Wednesday,Normal Weekday,2022-23,34960
2022-09-08,Sandringham,Thursday,Normal Weekday,2022-23,34390
2022-09-09,Sandringham,Friday,Normal Weekday,2022-23,38200
2022-09-10,Sandringham,Saturday,Saturday,2022-23,20460
2022-09-11,Sandringham,Sunday,Sunday,2022-23,8160
2022-09-12,Sandringham,Monday,Normal Weekday,2022-23,27010
2022-09-13,Sandringham,Tuesday,Normal Weekday,2022-23,33830
